tconst	averageRating	numVotes
tt14031314	6.0	230
tt14032150	6.9	27
tt14033476	6.0	18
tt14034614	6.8	314
tt14035054	7.5	72
tt14036602	5.7	398
tt14037076	8.5	52
tt14039086	5.2	511
tt14039346	5.1	272
tt14039616	5.6	656
tt14040004	7.2	239
tt14042066	4.9	88
tt14043966	5.8	4668
tt14045766	6.2	350
tt14056670	7.8	735
tt14060094	4.7	13998
tt14060232	5.1	3802
tt14060532	4.7	62
tt14064072	6.1	272
tt14064326	7.6	5
tt14069192	6.0	98
tt14070824	7.9	14
tt14070996	3.1	57
tt14072910	3.3	222
tt14073254	6.7	175
tt14073780	5.6	108
tt14075308	6.8	39
tt14080416	7.0	12
tt14083308	2.3	259
tt14083716	5.9	9
tt14085934	6.9	7
tt14086140	8.0	7
tt14088994	5.5	650
tt14090476	9.2	2146
tt14092152	5.8	16
tt14096132	3.4	89
tt14097180	9.3	27
tt14100830	3.6	202
tt14103412	6.6	9
tt14104600	7.1	80
tt14107554	7.3	21526
tt14109994	5.7	858
tt14112080	4.4	464
tt14112680	6.0	5
tt14113346	8.1	14
tt14113574	7.0	26
tt14114802	7.1	29124
tt14115150	5.4	94
tt14118046	5.5	715
tt14125262	3.4	103
tt14128670	6.3	27935
tt14129378	7.1	2224
tt14129388	6.3	508
tt14131240	6.8	26
tt14134154	4.2	128
tt14134436	7.2	60
tt14134730	5.2	144
tt14134762	5.2	78
tt14135822	9.3	27
tt14137346	8.5	269
tt14137710	8.1	73
tt14140886	7.5	2944
tt14141684	5.5	126
tt14144834	6.9	33
tt14145004	7.8	11
tt14145426	7.0	8398
tt14146670	9.4	11
tt14153420	5.3	163
tt14153448	7.2	24
tt14153686	6.3	4993
tt14155746	7.5	2411
tt14157332	4.5	38
tt14158346	3.8	309
tt14158554	4.4	6393
tt14160684	7.2	4809
tt14160712	7.0	7243
tt14161704	5.4	2143
tt14162418	8.4	31
tt14164102	4.9	40
tt14164148	7.8	7
tt14168162	8.5	14402
tt14168394	3.8	1474
tt14169296	4.8	19
tt14169960	7.5	45574
tt14174168	3.7	1696
tt14174940	4.5	20638
tt14176892	4.1	38
tt14178824	6.0	1413
tt14181328	7.6	23
tt14186678	4.7	143
tt14186698	7.1	12
tt14187728	7.0	701
tt14190592	7.1	2158
tt14192428	4.7	1487
tt14195192	6.2	2472
tt14200420	4.8	107
tt14202476	6.8	75
tt14203808	4.7	11
tt14205026	7.0	53
tt14209560	6.4	8619
tt14209750	5.8	215
tt14210486	5.0	17
tt14210720	7.0	13
tt14210824	6.3	61
tt14210958	6.8	22
tt14212090	5.5	31
tt14213248	7.2	22
tt14215186	8.1	11
tt14218776	4.3	272
tt14227972	6.4	437
tt14228078	6.6	178
tt14229154	5.5	12
tt14230846	6.1	856
tt14237836	7.1	11
tt14242578	2.8	173
tt14242974	5.8	28
tt14245568	6.0	154
tt14245846	6.6	2555
tt14247286	6.3	3151
tt14252948	8.2	7
tt14253638	5.9	123
tt14253846	6.9	1543
tt14257704	6.9	66
tt14257960	5.0	67
tt14260142	3.2	85
tt14263098	4.5	372
tt14263172	7.2	65
tt14263856	3.9	3177
tt14265504	8.4	31
tt14265768	6.5	54
tt14266192	8.6	131
tt14270910	7.7	31
tt14271498	6.4	3553
tt14272430	7.8	13
tt14275050	6.0	38
tt14280366	6.1	180
tt14288636	5.3	40
tt14300504	6.0	30
tt14300518	7.8	543
tt14301252	5.3	1714
tt14305738	8.4	64
tt14317880	7.1	849
tt14321668	7.5	1339
tt14321914	7.4	2124
tt14322058	8.3	37
tt14323080	4.5	24
tt14323902	6.5	22
tt14325118	8.9	1301
tt14326062	6.6	18
tt14326086	8.1	15
tt14336174	6.4	367
tt14341802	6.6	94
tt14342906	2.8	141
tt14349032	6.0	4301
tt14349100	7.1	103
tt14349120	6.1	103
tt14350234	7.2	616
tt14351668	5.6	6
tt14352668	3.9	15
tt14357492	6.3	24
tt14361892	8.0	34
tt14363196	4.6	183
tt14364238	7.9	17
tt14368830	7.3	46
tt14369276	6.4	3256
tt14369286	4.8	797
tt14369296	4.8	1471
tt14369390	5.3	67
tt14369598	6.5	91
tt14369952	7.6	548
tt14371244	6.0	76
tt14375488	4.4	70
tt14376098	6.9	186
tt14376344	7.4	12145
tt14377292	7.6	18
tt14385300	4.2	49
tt14388888	4.3	7
tt14389674	3.0	13
tt14389844	4.7	149
tt14390092	6.2	105
tt14390548	8.0	9
tt14391474	6.1	149
tt14394620	4.7	308
tt14396096	5.5	162
tt14396202	7.2	399
tt14397058	8.5	24
tt14398628	8.8	43
tt14400760	7.6	89
tt14400866	6.9	366
tt14402214	8.4	507
tt14404324	7.2	275
tt14404596	5.7	2477
tt14404642	5.4	8
tt14404954	6.0	71
tt14406438	8.3	7
tt14412362	6.5	2849
tt14412366	3.5	3785
tt14412446	6.1	1332
tt14417794	7.3	10
tt14430834	9.0	5
tt14431498	7.3	8
tt14432384	5.4	363
tt14432822	4.9	25
tt14433522	6.8	9
tt14433712	5.0	443
tt14435560	5.4	27
tt14439776	8.8	7
tt14439896	6.4	10923
tt14441788	6.2	98
tt14442346	7.8	22
tt14443682	5.8	111
tt14445892	8.5	1205
tt14452228	7.3	6570
tt14452776	8.5	19449
tt14453538	7.1	98
tt14454100	5.2	10
tt14456526	6.5	169
tt14456760	5.0	370
tt14460684	7.7	2873
tt14461690	4.4	2812
tt14463484	5.4	9295
tt14463542	6.8	2023
tt14465170	5.8	10
tt14465894	5.8	4243
tt14465950	5.3	552
tt14465966	7.1	124
tt14466294	5.6	791
tt14466362	6.1	1683
tt14468904	3.8	201
tt14469194	5.3	195
tt14469318	8.9	13
tt14469460	5.4	26
tt14471602	6.5	968
tt14471774	5.4	19
tt14476236	6.9	733
tt14479746	6.0	4886
tt14486678	5.2	3814
tt14486948	6.7	7556
tt14488200	6.4	33
tt14488434	5.1	102
tt14488772	7.4	2352
tt14489130	7.2	161
tt14490594	5.2	44
tt14494806	5.1	175
tt14494894	6.8	350
tt14495388	6.1	593
tt14500082	5.4	15822
tt14502344	2.9	238
tt14502780	5.9	121
tt14506186	6.6	434
tt14506528	6.1	5565
tt14507354	6.7	5385
tt14509156	5.4	688
tt14509614	5.6	234
tt14521046	8.2	33
tt14521376	7.4	17
tt14522892	7.6	9
tt14523164	6.2	9
tt14524842	7.3	697
tt14527610	7.2	1252
tt14527620	8.2	390
tt14533820	3.2	289
tt14534796	6.2	30
tt14537060	2.7	501
tt14538210	6.4	1604
tt14540324	8.0	7
tt14540418	7.7	6
tt14540892	6.7	1734
tt14542254	6.3	58
tt14542924	8.2	44
tt14543404	5.7	52
tt14544678	6.5	38
tt14544920	6.6	20
tt14549420	8.2	25
tt14549466	5.9	15892
tt14550172	4.5	15
tt14550642	5.2	4642
tt14552446	2.0	18
tt14552832	9.7	61
tt14555550	5.3	59
tt14555908	5.3	186
tt14556112	6.2	114
tt14556190	3.1	94
tt14557188	7.3	38
tt14557302	6.6	118
tt14558054	7.0	114
tt14565166	6.9	19
tt14566964	8.9	8
tt14569490	4.1	431
tt14573918	5.9	64
tt14577014	6.0	29
tt14577022	8.5	132
tt14577304	2.9	555
tt14581084	6.7	65
tt14584108	5.1	307
tt14584216	5.7	50
tt14584284	4.9	180
tt14586544	7.1	3293
tt14587026	6.9	17
tt14588348	6.7	54
tt14589904	5.4	1346
tt14590198	8.9	9
tt14590210	6.2	906
tt14590480	5.8	8
tt14590650	4.7	92
tt14590886	6.4	32
tt14591028	5.4	172
tt14591594	4.8	576
tt14592064	6.0	17938
tt14592998	5.6	363
tt14596320	6.1	55
tt14597532	9.8	7
tt14597862	6.0	24
tt14597982	8.4	63
tt14598638	5.6	602
tt14598840	6.0	218
tt14598876	6.7	21
tt14599256	8.2	391
tt14599926	8.0	270
tt14604744	7.7	65
tt14607208	7.8	22
tt14614892	7.0	1156
tt14617536	8.5	14
tt14617606	6.9	59
tt14619154	6.9	30
tt14620048	6.8	28
tt14622542	4.1	139
tt14622802	5.6	263
tt14624330	7.4	62
tt14627480	7.8	146
tt14627626	9.1	175
tt14628220	8.9	15
tt14628808	7.0	22
tt14629964	8.3	7
tt14631142	9.0	36
tt14637756	6.8	2075
tt14637796	8.2	66
tt14638844	8.0	14
tt14639598	5.0	379
tt14639702	4.6	175
tt14641542	7.0	139
tt1464335	6.4	155861
tt14644048	5.7	13
tt14644276	8.8	6
tt14644726	6.7	652
tt14650838	2.5	19
tt14655298	5.6	292
tt14657380	6.3	255
tt14657412	9.4	5
tt14661252	4.5	503
tt14662556	9.8	5
tt14663936	3.2	35
tt14668044	7.1	8
tt14668358	2.1	156
tt14669108	6.7	315
tt14669850	6.6	592
tt14670172	7.0	5
tt14670198	8.1	834
tt14670276	7.5	1050
tt14673234	7.4	160
tt14673374	6.1	18
tt14673378	6.4	30
tt14678156	7.6	54
tt14679114	6.5	57
tt14680796	7.2	31
tt14682860	6.9	21
tt14683284	7.1	78
tt14683844	7.8	11
tt14686544	4.4	3387
tt14690344	6.2	958
tt14690596	7.6	24
tt14690746	9.0	980
tt14691120	8.2	450
tt14694762	7.1	81
tt14694956	5.6	174
tt14696284	6.2	2478
tt14702308	6.4	276
tt14707222	7.1	105
tt14707412	5.5	13
tt14708510	6.7	1636
tt14713552	9.1	128
tt14715444	4.2	103
tt14715848	8.4	1532
tt14716434	6.6	140
tt14716556	6.6	8
tt14717428	8.9	59
tt14718126	6.1	57
tt14719276	2.1	3067
tt14719806	8.2	43
tt14719838	7.8	2031
tt14719944	8.5	40
tt14719956	7.0	42
tt14721554	7.6	380
tt14721670	6.4	346
tt14721926	7.2	477
tt14722086	6.5	18
tt14722516	6.3	20
tt14725622	6.8	22
tt14726510	4.6	199
tt14728056	7.3	2261
tt14728278	8.7	643
tt14728968	7.9	179
tt14731416	8.7	32
tt14731504	7.5	143
tt14732120	7.1	257
tt14732330	7.3	7
tt14749018	5.8	52
tt14755038	7.7	441
tt14766048	3.0	160
tt14766444	4.7	134
tt14766636	6.1	80
tt14766956	6.5	1780
tt14767926	7.5	21
tt14771622	5.0	135
tt14774434	6.9	927
tt14780124	4.1	28
tt14780992	7.0	23
tt14781302	9.4	100
tt14783042	6.9	49
tt14783562	6.0	25
tt14786700	6.4	119
tt14787448	8.3	905
tt14787874	8.8	1121
tt14787884	9.0	10
tt14793714	5.9	23
tt14799960	4.0	204
tt14802816	9.4	37
tt14803002	3.0	7
tt14803898	8.2	14
tt14806338	5.3	299
tt14806926	8.1	34
tt14807346	4.5	27
tt14809462	6.2	73
tt14813966	5.6	3719
tt14814040	6.0	4948
tt14814320	6.7	10
tt14815774	6.7	1319
tt14817272	5.6	22950
tt14819828	8.1	8274
tt14823452	7.9	194
tt14823642	6.9	25
tt14826970	3.4	15
tt14830832	6.5	45
tt14831708	7.8	31
tt14832552	7.2	5
tt14833540	6.1	49
tt14834556	6.3	18
tt14838060	6.3	17
tt14839982	9.0	7
tt14845950	2.8	82
tt14847302	6.0	16
tt14849038	3.7	888
tt14849626	4.6	844
tt14850514	4.6	71
tt14852376	6.3	20
tt14854294	8.4	47
tt14856628	5.3	124
tt14859224	7.4	1939
tt14859416	7.7	94
tt14859592	6.0	42
tt14860210	5.1	32
tt14866710	4.8	1679
tt14866994	7.9	98
tt14867294	6.5	28
tt14867318	4.7	497
tt14869850	8.4	23
tt14870640	3.9	675
tt14870944	7.4	9
tt14871354	6.4	5
tt14875116	7.1	5894
tt14878070	7.1	47
tt14878082	5.4	7
tt14883904	3.4	332
tt14883936	7.2	24
tt14888106	7.0	183
tt14888342	7.7	90
tt14888568	5.9	166
tt14891922	6.6	137
tt14895716	6.7	147
tt14898794	5.6	2749
tt14899624	6.0	1159
tt14900826	7.9	80
tt14903018	6.6	119
tt14906890	7.8	24
tt14908948	6.2	15
tt14912006	2.6	383
tt14913250	6.1	23
tt14914358	8.3	46
tt14915532	9.4	18
tt14915600	8.7	34
tt14915904	3.0	32
tt14919762	7.5	23
tt14921402	4.6	145
tt14921570	7.0	59
tt14922432	7.8	18
tt14923008	5.0	2936
tt14926354	6.6	10
tt14926702	7.7	81
tt14926864	3.7	238
tt14927880	7.3	66
tt14929400	6.1	28
tt14934060	3.7	469
tt14935038	4.9	156
tt14935966	6.8	124
tt14939308	4.4	126
tt14939384	6.0	59
tt14942362	6.9	162
tt14945790	7.1	25
tt14947744	6.8	15
tt14949656	5.7	9
tt14950036	8.3	657
tt14956742	8.2	140
tt14959710	6.2	1600
tt14960570	5.3	265
tt14960854	5.9	27
tt14960976	5.7	137
tt14962428	5.4	56
tt14967752	7.5	13
tt14971936	7.1	8
tt14975646	6.9	7
tt14976386	6.8	113
tt14979456	7.5	67
tt14979604	4.6	246
tt14980764	7.6	833
tt14981626	6.4	25
tt14981646	7.9	70
tt14986012	7.0	3372
tt14986224	8.1	2723
tt14986920	5.2	42
tt14990030	3.6	141
tt14991492	6.8	47
tt14992922	7.1	62317
tt14996298	9.0	2085
tt14998318	5.6	19
tt14999738	6.7	733
tt15000578	6.6	270
tt15005796	4.9	61
tt15005814	4.9	242
tt15006566	7.5	420
tt15006754	6.9	15
tt15007046	4.5	1089
tt15007172	8.0	394
tt1500916	10.0	11
tt15010292	5.7	802
tt15010766	9.9	135
tt15016440	7.6	61
tt15017118	7.7	5664
tt15017554	4.8	410
tt15018116	6.6	476
tt15018474	7.8	97
tt15019128	6.1	2433
tt15022446	7.2	16
tt15025142	6.4	25
tt15028676	6.3	112
tt15028848	5.5	445
tt15033192	5.7	21699
tt15034036	4.3	19
tt15035246	5.9	114
tt15035902	3.6	115
tt15036176	8.2	35
tt15037396	7.2	68
tt15039492	6.4	17
tt15039894	5.4	29
tt15040492	8.2	5
tt15045578	5.3	66
tt15047780	8.1	51
tt15049180	6.5	232
tt15052428	6.3	25
tt15052764	4.3	35
tt15053518	5.1	560
tt15056674	7.0	519
tt15057532	2.4	572
tt15060900	6.7	151
tt15063296	6.9	284
tt15072672	6.4	5
tt15073642	9.3	15
tt15074328	6.9	20
tt15076642	7.3	10
tt15078854	5.7	1851
tt15079578	6.6	15
tt15079752	7.4	69
tt15079778	5.7	175
tt15085570	6.2	25
tt15085868	3.8	23
tt15086352	10.0	20
tt15087414	4.7	49
tt15090462	6.5	1111
tt15092772	6.0	37
tt15094426	3.6	23
tt15094446	6.1	14
tt15094568	4.2	83
tt15094806	4.3	131
tt15095920	8.4	15
tt15096128	6.2	5516
tt15096836	5.5	1714
tt15097330	7.8	177
tt15097344	6.2	537
tt15100080	4.3	32
tt15100100	9.0	518
tt15101670	7.0	623
tt15102828	6.0	35
tt15102972	7.7	87
tt15106604	5.2	74
tt15106860	2.7	817
tt15109082	8.3	526
tt15112126	8.3	67
tt15112308	8.7	7
tt15113594	7.9	124
tt15114166	8.8	239
tt15115714	7.2	635
tt15115804	6.2	2080
tt15119794	5.5	43
tt15120042	6.6	8
tt15120486	4.9	199
tt15121860	6.3	2028
tt15122134	6.5	21
tt15128088	8.0	10194
tt15128122	7.6	4176
tt15131152	7.0	9
tt15132386	6.4	7
tt15132694	6.5	37
tt15134118	9.6	18
tt15137146	9.1	87
tt15137200	4.3	182
tt15137580	9.0	1446
tt15137984	5.4	11
tt15140592	7.1	1769
tt15141144	4.9	144
tt15143222	4.9	1533
tt15145268	6.8	28
tt15145970	7.7	10
tt15146130	8.4	1740
tt15148194	7.8	5
tt15150608	7.0	68
tt15151020	8.5	1057
tt15156954	7.8	13
tt15159796	6.7	20
tt15162002	7.5	6
tt15162634	5.5	6
tt15163764	7.7	355
tt15163838	6.4	221
tt15163876	5.3	112
tt15164232	9.5	7
tt15166394	8.4	1816
tt15166396	7.8	7
tt15167994	4.0	577
tt15168150	4.7	126
tt15170026	9.5	14
tt15170164	6.7	10
tt15170340	5.8	273
tt15173232	6.8	305
tt15174924	9.7	11
tt15175984	7.7	87
tt15176520	8.7	45
tt15176890	5.9	1261
tt15181094	7.7	1629
tt15188730	7.2	18
tt15189534	5.7	2941
tt15193050	4.8	9
tt15193160	7.2	1322
tt15193162	8.7	4128
tt15196382	6.2	14
tt15196410	8.4	37
tt15202238	6.7	13
tt15202816	7.3	42
tt15204096	7.5	17
tt15204370	6.0	42
tt15208276	5.4	65
tt15209036	7.6	29
tt15210156	6.5	31
tt15210874	8.9	739
tt15210882	6.7	149
tt15211828	6.4	126
tt15213332	8.6	58
tt15213704	6.4	247
tt15215468	5.8	48
tt15215512	6.1	10147
tt15215760	7.1	63
tt15215918	6.9	106
tt15216918	9.4	7
tt15218000	6.7	7983
tt15219320	7.5	207
tt15220294	7.8	12
tt15223504	5.4	6
tt15223818	5.7	8
tt15225296	7.7	10
tt15227100	7.0	56
tt15227890	5.5	22
tt15238980	7.3	10
tt15239466	7.2	61
tt15240158	6.8	34
tt15242712	8.4	2143
tt15244854	9.3	44
tt15245624	6.0	227
tt15248456	5.8	186
tt15248702	5.5	2164
tt15250090	8.0	17
tt15252480	7.0	21
tt15255876	7.0	305
tt15255958	7.5	86
tt15256288	8.7	24
tt15257116	7.1	99
tt15257704	2.2	2934
tt15257940	7.8	32
tt15257980	9.2	7
tt15258032	7.2	40
tt15258714	6.7	123
tt15261252	6.6	95
tt15261550	7.2	15
tt15262630	4.7	218
tt15264192	6.8	11650
tt15268028	5.7	78
tt15268768	7.3	731
tt15275946	8.5	18
tt15276714	7.3	49
tt15281288	6.7	103
tt15282802	7.2	23
tt15284906	7.3	43
tt15289342	5.1	714
tt15289646	7.2	549
tt15290024	8.6	104
tt15290226	7.5	1093
tt15290820	6.2	128
tt15292870	5.4	1247
tt15295190	3.4	108
tt15295430	6.4	95
tt15295490	9.0	14971
tt15295828	6.4	103
tt15299654	5.5	153
tt15300538	7.7	269
tt15301854	6.6	689
tt15301994	10.0	140
tt15302054	4.5	427
tt15302546	9.0	463
tt15302594	6.6	325
tt15303254	5.9	9
tt15304756	7.4	39
tt15306330	4.7	300
tt15306876	9.2	12
tt15310458	6.7	18
tt15310668	8.3	19
tt15310816	7.2	491
tt15311262	5.3	649
tt15313532	9.4	59
tt15314636	6.9	842
tt15314640	6.5	1626
tt15316232	8.2	22
tt15320306	8.9	52
tt15322416	8.5	84
tt15326678	6.5	214
tt15327014	9.2	11
tt15327522	6.2	11
tt15327548	8.8	13
tt15327666	6.6	37
tt15329224	6.1	35
tt15329694	6.8	170
tt15331186	3.2	1363
tt15332562	9.0	5
tt15332630	3.7	35
tt15332892	5.6	80
tt15333126	8.8	11
tt15333516	6.4	115
tt15333582	8.5	15
tt15333928	6.6	283
tt15337340	6.7	37
tt15339966	6.3	12
tt15340798	8.1	117
tt15341118	7.2	595
tt15341150	9.6	992
tt15341168	6.8	66
tt15341206	5.0	121
tt15345936	7.1	19
tt15347500	7.5	975
tt15347628	9.3	641
tt15351734	8.0	6
tt15352878	7.2	25
tt15353358	4.3	132
tt15353864	6.9	295
tt15358498	8.6	16
tt15358794	6.7	21
tt15361028	6.6	5842
tt15364028	8.0	12
tt15364990	6.9	64
tt15367558	8.6	11
tt15370040	5.6	8
tt15371794	7.3	8
tt15373506	6.5	151
tt15373558	5.8	748
tt15373594	7.3	1378
tt15373762	8.4	1143
tt15373864	5.8	146
tt15374070	5.7	6867
tt15386518	5.0	33
tt15386856	4.4	175
tt15387160	8.1	574
tt15387742	7.5	32
tt15389376	6.8	21
tt15391190	7.6	140
tt15391262	8.3	58
tt15391274	7.5	29
tt15391770	4.2	916
tt15393574	7.4	138
tt15394074	8.1	125
tt15395702	8.0	3226
tt15399286	7.2	33
tt15400628	6.7	23
tt15403362	6.9	75
tt15407098	6.9	1491
tt15410190	6.2	916
tt15410936	5.0	15
tt15415012	5.4	10
tt15415872	6.4	387
tt15416070	7.0	74
tt15416230	4.1	37
tt15417010	5.8	157
tt15422240	4.5	988
tt15422276	5.9	341
tt15422932	7.3	12
tt15424742	6.6	373
tt15426294	5.1	680
tt15427078	5.4	12
tt15427340	8.1	26
tt15427936	9.7	535
tt15428022	8.5	13
tt15428330	6.7	92
tt15429106	6.5	69
tt15432804	3.8	1070
tt15433754	7.7	1376
tt15433902	6.5	35
tt15434016	7.7	45
tt15434142	6.5	22
tt15437862	6.0	500
tt15438542	3.4	958
tt15439190	3.3	163
tt15439406	8.4	13
tt15440268	5.9	16
tt15440304	9.6	17
tt15440524	8.3	16
tt15440992	8.3	127
tt15441076	7.6	80
tt15441424	6.2	589
tt15443254	1.0	389
tt15444506	5.0	221
tt15445790	7.9	341
tt15445948	8.0	19
tt15447890	6.0	543
tt15450976	5.7	101
tt15452062	6.9	145
tt15457696	9.0	904
tt15457774	7.6	77
tt15458502	8.9	37
tt15458866	4.7	114
tt15459190	9.1	41
tt15461262	6.1	9
tt15462640	7.0	618
tt15463690	3.1	10
tt15464452	8.5	552
tt15466144	7.0	4554
tt15466426	7.3	301
tt15469504	7.0	24
tt15469890	5.3	761
tt15470078	9.4	19
tt15470216	1.4	565
tt15471560	6.5	63
tt15472418	4.7	7
tt15472454	7.3	28
tt15474794	5.9	61
tt15474948	7.4	31
tt15477096	6.7	1639
tt15477556	8.0	13279
tt15479692	7.0	35
tt15479902	6.3	4581
tt15482724	9.0	14
tt15482740	7.7	35
tt15482840	8.2	66
tt15483404	5.9	121
tt15483596	7.1	1474
tt15483616	8.4	101
tt15483714	7.4	9
tt15484476	6.3	108
tt15484716	6.7	84
tt15490038	8.4	2398
tt15494864	3.9	2900
tt15496702	6.9	35
tt15498104	6.0	76
tt15502356	6.9	48
tt15502648	6.9	13
tt15503562	8.3	6
tt15508316	8.7	44
tt15509020	6.2	11
tt15509050	3.7	299
tt15509164	5.7	680
tt15509558	6.1	436
tt15509662	8.3	1476
tt15510352	5.2	655
tt15514540	6.5	14
tt15514598	6.2	71
tt15516018	9.8	1488
tt15516132	6.9	212
tt1551614	4.2	282
tt15516200	8.1	1394
tt15516212	6.6	307
tt15516222	7.1	188
tt15516348	6.3	178
tt15516546	8.2	402
tt15518656	8.2	20
tt15518830	8.4	26
tt15520090	4.6	513
tt15521050	5.1	4229
tt15521456	6.7	75
tt15523972	6.9	23
tt15526900	7.9	35
tt15527308	6.4	89
tt15527326	8.6	89
tt15527340	7.9	217
tt15527362	8.6	23
tt15528436	7.5	42
tt15528494	6.9	28
tt15529074	6.8	1191
tt15529534	4.5	184
tt15529750	6.3	130
tt15529826	4.1	18
tt15531294	5.2	194
tt15532696	8.5	8
tt15532900	2.7	72
tt15533092	5.3	145
tt15533674	7.3	381
tt15536118	6.5	1134
tt15545216	7.7	33
tt15545368	9.7	13
tt15547676	6.7	6
tt15547806	6.1	97
tt15547896	8.6	8
tt15548032	3.9	1190
tt15548074	5.5	927
tt15548690	8.0	5
tt15553922	8.0	2691
tt15553956	6.3	4327
tt15554158	6.9	11
tt15554410	6.7	631
tt15554526	7.9	624
tt15554616	6.4	210
tt15559316	5.5	187
tt15560208	6.8	24
tt15560626	7.6	3077
tt15561184	7.8	244
tt15561224	8.0	730
tt15561916	6.0	1063
tt15564662	6.6	606
tt15566896	8.4	44
tt15567198	8.1	14
tt15574182	7.9	20
tt15574500	8.7	26
tt15575238	5.4	206
tt15575356	6.1	716
tt15575778	6.8	27
tt15576624	9.3	11
tt15580450	7.9	824
tt15582422	6.8	65
tt15582924	6.7	105
tt15586678	9.3	13
tt15588224	6.7	130
tt15590294	7.9	158
tt15590802	2.5	19
tt1560780	5.3	52
tt15613514	6.0	602
tt15613538	6.4	1136
tt15619220	7.1	72
tt15621500	5.5	32
tt15637862	5.4	173
tt15653590	8.8	19
tt15654292	5.9	155
tt15654318	3.5	68
tt15654874	7.5	111
tt15655826	8.0	7
tt15655974	5.2	71
tt15660058	5.8	80
tt15660128	8.1	11
tt15661012	6.2	16
tt15663006	8.8	21
tt15669564	8.2	68
tt15670322	8.6	15
tt15680242	5.7	28
tt15680388	5.6	60
tt15680762	6.6	14
tt15681038	6.9	8
tt15681172	3.5	52
tt15683952	7.5	81
tt15684008	3.5	231
tt15684550	4.7	214
tt15684938	7.3	8
tt15685142	7.2	54
tt15686254	8.4	775
tt15686638	7.1	8
tt15690300	4.5	1603
tt15690934	3.0	47
tt15692408	7.9	248
tt15699148	9.0	190
tt15706822	7.8	16
tt15710058	6.5	51
tt15710228	5.9	470
tt15710474	7.5	37
tt15711350	4.8	1292
tt15712278	7.2	111
tt15714516	7.3	7
tt15714606	7.2	27
tt15715130	6.7	453
tt15715750	7.0	145
tt15716624	8.1	1910
tt15716968	8.8	21
tt15717116	7.1	328
tt15719028	7.6	54
tt15719162	8.1	134
tt15721650	7.8	230
tt15721828	7.8	808
tt15723074	8.1	10
tt15723722	6.8	425
tt15725474	7.2	40
tt15726046	5.5	236
tt15727294	8.5	13
tt15729410	3.4	5
tt15731270	8.8	25
tt15732372	5.1	17
tt15738162	4.8	6
tt15738508	8.1	13
tt15739130	6.3	57
tt15739864	9.1	11
tt15740736	6.5	144
tt15740768	6.3	41
tt15743386	1.9	15
tt15744206	7.0	119
tt15744288	9.6	550
tt15745084	3.6	145
tt15747584	8.0	7
tt15758108	6.1	129
tt15760296	7.8	1628
tt15762830	7.5	745
tt15763878	7.1	27
tt15765670	8.1	6398
tt15766292	5.6	168
tt15766352	8.2	37
tt15768408	8.1	92
tt15776622	8.2	60
tt15778438	2.4	11
tt15778980	8.7	8
tt15779042	8.9	8
tt15779388	5.2	10
tt15781464	8.9	8
tt15782570	7.5	275
tt15783034	8.0	5
tt15783416	5.2	8
tt15783462	6.7	566
tt15787006	8.5	11
tt15787114	8.2	5
tt15789088	7.2	70
tt15790032	6.2	47
tt15791630	4.7	1984
tt15792808	8.0	658
tt15798526	6.5	12
tt15799550	7.5	289
tt15799842	7.8	14
tt15801594	7.1	149
tt15802804	4.3	10
tt15809718	8.9	1025
tt15811920	6.3	64
tt15820306	9.2	20
tt15823202	3.0	316
tt15823360	7.3	11
tt15825238	6.7	111
tt15830626	6.3	9
tt15830650	9.0	8
tt15830678	7.5	1149
tt15831226	5.1	438
tt15832084	7.3	11
tt15832390	7.6	9
tt15834708	7.0	7
tt15835482	7.8	61
tt15836488	8.8	5
tt15837458	3.3	330
tt15837464	5.0	248
tt15837546	8.6	8
tt15838704	6.2	186
tt15838850	7.2	1973
tt15839646	6.9	995
tt15840196	4.6	118
tt15840296	8.4	27
tt15840614	8.0	1923
tt15844310	6.4	240
tt15848010	5.4	122
tt15850384	7.0	43
tt15850452	6.5	42
tt15852904	7.0	18
tt15874766	6.8	32
tt15891956	7.2	206
tt15893628	9.7	50
tt15907398	3.0	36
tt15912380	8.0	27
tt15929150	6.6	125
tt15939240	8.8	32
tt15939446	3.2	201
tt15939910	7.7	17
tt15943258	4.2	796
tt15943826	7.1	548
tt15943910	6.3	301
tt15953388	6.2	55
tt15954686	5.6	53
tt15964308	8.5	260
tt15964372	9.3	2722
tt1596557	4.6	564
tt15975122	7.8	269
tt15977296	8.9	17
tt15978212	7.6	508
tt15978968	7.3	53
tt15979440	8.6	35
tt16001140	8.8	6
tt16007408	6.1	37
tt16020820	5.2	23
tt16022534	5.7	8
tt16023832	5.8	69
tt16024234	8.8	671
tt16026664	6.8	388
tt16027110	5.8	76
tt16027608	4.4	159
tt16030896	6.2	32
tt16077426	6.9	52
tt16078152	8.2	2100
tt16078250	9.8	17
tt1608237	5.6	20
tt16085592	4.7	4424
tt16087866	6.4	630
tt16088368	5.6	344
tt16088380	5.4	15
tt16108340	7.3	213
tt16112972	9.2	13
tt16113114	3.8	10
tt16114460	7.1	15
tt16118488	6.8	319
tt16118500	7.3	781
tt16118660	5.0	207
tt16118714	8.2	16
tt16118722	8.0	3177
tt16124618	7.5	6
tt16148546	6.1	18
tt16148568	4.9	15
tt16148606	7.7	15
tt16152556	9.1	52
tt16154794	5.5	81
tt16156436	9.2	213
tt16159670	2.8	17
tt16161364	2.6	11
tt16161492	5.6	127
